ET,N,adaptive,alpha,avg_accept,avg_samples,avg_stop,beta,false_discoveries,fdp,min_AB,n_discoveries,n_tests,nrep,power,prior,s,step,steps,target,test,timestamp,true_discoveries,true_effects,type_one_error
5000,1000,,0.05,1000.0,1000.0,1000.0,,3,0.015228426395939087,200,197,286050,50,0.06576271186440678,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.32,,,H/AB,fixed,,194,2950,1.0596962204168139e-05
5000,4000,1.0,0.05,1139.405569857243,181.50887956650936,144.3486068617393,-1.0,1146,0.05363912941727124,200,21365,572100,100,0.2195331161780673,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.28,,10.0,H/AB,bayesian,1525214010.0,20219,92100,0.0023875
5000,1000,,0.05,657.2788790157211,848.5055759482608,853.5240461370119,0.2,49,0.0033492822966507177,200,14630,572100,100,0.09328854766474728,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.27,,,H/AB,msprt,1525044298.0,14581,156300,0.00011784511784511784
5000,1000,,0.05,1000.0,1000.0,1000.0,,10,0.01564945226917058,200,639,286050,50,0.08985714285714286,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.31,,,H/AB,fixed,,629,7000,3.583587170757929e-05
5000,5000,0.0,0.05,1148.0537856039684,1179.6244205558469,1193.4429154091076,0.1,8874,0.05094934346884994,200,174173,572100,100,0.7031008081667376,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,,1.0,H/AB,bayesian,1525214081.0,165299,235100,0.026332344213649852
5000,200,,0.05,165.30254777070064,199.9619122531026,200.0,0.2,26,0.041401273885350316,200,628,572100,100,0.006536373507057546,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.28,,,H/AB,fixed-early,1525044247.0,602,92100,5.4166666666666664e-05
5000,2000,,0.05,2000.0,2000.0,2000.0,0.2,1,0.010638297872340425,200,94,114420,20,0.13676470588235295,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.33,,,H/AB,fixed,1525043432.0,93,680,8.791981712678038e-06
5000,1000,,0.05,630.9013819095477,993.8373885684321,1000.0,,192,0.04020100502512563,200,4776,286050,50,0.1808284023668639,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.29,5.0,,H/AB,fixed-early,,4584,25350,0.0007364787111622554
5000,4000,0.0,0.05,1303.540776699029,134.67018003845482,113.24019223923105,0.1,560,0.05436893203883495,200,10300,572100,100,0.19211045364891519,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.29,,10.0,H/AB,bayesian,1525214010.0,9740,50700,0.0010740314537782893
5000,500,,0.05,500.0,500.0,500.0,0.2,89,0.02400215749730313,200,3708,114420,20,0.11577095329494562,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.27,,,H/AB,fixed,1525043379.0,3619,31260,0.0010702260702260703
5000,1000,,0.05,1000.0,1000.0,1000.0,0.2,289,0.01029752360591484,200,28065,114420,20,0.433458177278402,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,,,H/AB,fixed,1525043405.0,27776,64080,0.005740961462058006
5000,2000,,0.05,949.2719628514056,1926.8292169201188,2000.0,0.2,404,0.05070281124497992,200,7968,114420,20,0.41064060803474484,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.28,,,H/AB,fixed-early,1525050332.0,7564,18420,0.004208333333333333
5000,1000,,0.05,656.5681576144835,997.7452718056284,1000.0,,59,0.03141640042598509,200,1878,286050,50,0.1357462686567164,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.3,5.0,,H/AB,fixed-early,,1819,13400,0.00021639464514945902
5000,2000,,0.05,2000.0,2000.0,2000.0,0.2,1178,0.010384161069092577,200,113442,572100,100,0.4775159506592939,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,,,H/AB,fixed,1525044647.0,112264,235100,0.0034955489614243323
5000,500,,0.05,500.0,500.0,500.0,0.2,3,0.018518518518518517,200,162,114420,20,0.029664179104477613,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.3,,,H/AB,fixed,1525043379.0,159,5360,2.750779387493123e-05
5000,1000,,0.05,654.5051020408164,997.632686593253,1000.0,0.2,28,0.03571428571428571,200,784,114420,20,0.141044776119403,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.3,,,H/AB,fixed-early,1525046351.0,756,5360,0.00025673940949935817
5000,4000,,0.05,0.0,260.0614752665618,260.0614752665618,0.2,0,0.0,200,0,572100,100,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.35,,,H/AB,msprt,1525050062.0,0,600,0.0
5000,4000,1.0,0.05,1510.5310638297872,130.62158713511624,116.30401342222615,-1.0,268,0.04561702127659575,200,5875,572100,100,0.20921641791044776,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.3,,10.0,H/AB,bayesian,1525214010.0,5607,26800,0.0004914725838987713
5000,2000,,0.05,2000.0,2000.0,2000.0,,1,0.0047169811320754715,200,212,286050,50,0.12411764705882353,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.33,,,H/AB,fixed,,211,1700,3.516792685071215e-06
5000,5000,0.0,0.05,1351.677990632072,407.34227932179687,340.15115390808427,0.1,2322,0.06110204726067049,200,38002,572100,100,0.3874049945711184,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.28,,1.0,H/AB,bayesian,1525215230.0,35680,92100,0.0048375
5000,2000,,0.05,2000.0,2000.0,2000.0,,1,0.07142857142857142,200,14,286050,50,0.043333333333333335,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.35,,,H/AB,fixed,,13,300,3.499562554680665e-06
5000,500,,0.05,500.0,500.0,500.0,,6,0.015915119363395226,200,377,286050,50,0.027686567164179103,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.3,,,H/AB,fixed,,371,13400,2.2006235099944984e-05
2000,5000,,0.05,374.1678424064954,38.678800908932004,20.078756862860853,0.2,1321,0.04395714095567683,200,30052,572100,100,0.08967228464419476,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,,,H/AB,heuristic,1525044346.0,28731,320400,0.005248311481922924
5000,1000,,0.05,437.14234388855516,828.0288341199091,1000.0,0.2,6201,0.03547584313052433,200,174795,572100,100,0.5261985018726592,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,,,H/AB,fixed-early,1525056872.0,168594,320400,0.02463647199046484
5000,1000,,0.05,0.0,1000.0,1000.0,0.2,0,0.0,200,0,114420,20,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.35,,,H/AB,fixed-early,1525046349.0,0,120,0.0
5000,500,,0.05,500.0,500.0,500.0,0.2,0,0.0,200,12,114420,20,0.010169491525423728,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.32,,,H/AB,fixed,1525043379.0,12,1180,0.0
5000,500,,0.05,500.0,500.0,500.0,,1,0.02857142857142857,200,35,286050,50,0.01152542372881356,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.32,,,H/AB,fixed,,34,2950,3.5323207347227127e-06
5000,5000,0.0,0.05,0.0,1.0,1.0,0.1,0,0.0,200,0,572100,100,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.3,,1.0,H/AB,bayesian,1525215230.0,0,26800,0.0
5000,200,,0.05,165.23809523809524,199.9948959972033,200.0,,1,0.023809523809523808,200,42,286050,50,0.0016173570019723865,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.29,5.0,,H/AB,fixed-early,,41,25350,3.835826620636747e-06
5000,200,,0.05,0.0,200.0,200.0,,0,0.0,200,0,286050,50,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.35,,,H/AB,fixed,,0,300,0.0
5000,2000,,0.05,2000.0,2000.0,2000.0,,570,0.010052910052910053,200,56700,286050,50,0.47749893662271375,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,,,H/AB,fixed,,56130,117550,0.0033827893175074186
5000,4000,,0.05,1957.6681972449592,2047.6155392413914,2051.73346372851,0.2,7,0.0013974845278498702,200,5009,114420,20,0.2715526601520087,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.28,,,H/AB,msprt,1525044659.0,5002,18420,7.291666666666667e-05
5000,200,,0.05,200.0,200.0,200.0,,0,0.0,200,2,286050,50,0.00028571428571428574,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.31,,,H/AB,fixed,,2,7000,0.0
5000,5000,0.0,0.05,0.0,1.0,1.0,0.2,0,0.0,200,0,572100,100,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.31,,1.0,H/AB,bayesian,1525215230.0,0,14000,0.0
5000,1000,,0.05,1000.0,1000.0,1000.0,0.2,0,0.0,200,125,572100,100,0.03676470588235294,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.33,,,H/AB,fixed,1525044517.0,125,3400,0.0
5000,2000,,0.05,670.4800843632984,1479.9185806677153,2000.0,,3781,0.03379000330661233,200,111897,286050,50,0.6748813982521847,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,5.0,,H/AB,fixed-early,,108116,160200,0.030043702820818436
5000,5000,,0.05,291.2857142857143,10.906642195420382,7.802248005160515,0.2,58,0.04628890662410216,200,1253,114420,20,0.025414717141641854,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,,,H/AB,optimal,1525043503.0,1195,47020,0.0008605341246290801
5000,1000,,0.05,587.72506619594,983.6704247509176,1000.0,0.2,224,0.04942630185348632,200,4532,114420,20,0.23387622149837134,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.28,,,H/AB,fixed-early,1525046350.0,4308,18420,0.0023333333333333335
5000,500,,0.05,277.66469029331176,456.7396346792519,500.0,0.2,803,0.036068813726811304,200,22263,114420,20,0.3348938826466916,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,,,H/AB,fixed-early,1525044490.0,21460,64080,0.015951529598728646
2000,5000,,0.05,1252.125,3.434889005418633,3.399965739297026,,0,0.0,200,8,286050,50,0.01,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.34,,,H/AB,heuristic,,8,800,0.0
5000,200,,0.05,200.0,200.0,200.0,,17,0.04404145077720207,200,386,286050,50,0.008013029315960912,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.28,,,H/AB,fixed,,369,46050,7.083333333333334e-05
5000,5000,,0.05,1240.870588235294,9.074558643593777,8.15880526522937,0.2,6,0.07058823529411765,200,85,114420,20,0.028214285714285713,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.31,,,H/AB,optimal,1525043503.0,79,2800,5.375380756136893e-05
5000,200,,0.05,172.0,199.99902115014856,200.0,0.2,0,0.0,200,4,114420,20,0.0007462686567164179,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.3,,,H/AB,fixed-early,1525043779.0,4,5360,0.0
5000,2000,,0.05,1820.0,302.0353085124978,302.02204179375804,0.2,0,0.0,200,1,114420,20,0.003125,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.34,,,H/AB,msprt,1525043898.0,1,320,0.0
5000,200,,0.05,0.0,200.0,200.0,0.2,0,0.0,200,0,572100,100,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.34,,,H/AB,fixed,1525044261.0,0,1600,0.0
5000,4000,0.0,0.05,1457.7568740955137,24.23576297850026,22.502218200973385,0.05,28,0.04052098408104197,200,691,572100,100,0.047357142857142855,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.31,,10.0,H/AB,bayesian,1525214010.0,663,14000,5.0170220390611e-05
5000,1000,,0.05,781.600790513834,578.8289285090019,578.6494259911756,0.2,0,0.0,200,506,572100,100,0.018880597014925372,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.3,,,H/AB,msprt,1525044298.0,506,26800,0.0
5000,5000,0.0,0.05,978.502510086764,646.0349938821885,538.2801684931666,0.2,7191,0.05135144785232263,200,140035,572100,100,0.565053168864313,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,,1.0,H/AB,bayesian,1525215228.0,132844,235100,0.02133827893175074
5000,4000,1.0,0.05,938.3468148269194,185.01637825554974,133.3523664367378,-1.0,1908,0.051965029822697933,200,36717,572100,100,0.2227063339731286,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.27,,10.0,H/AB,bayesian,1525214010.0,34809,156300,0.004588744588744589
5000,2000,,0.05,0.0,236.64761405348716,236.64761405348716,0.2,0,0.0,200,0,114420,20,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.35,,,H/AB,msprt,1525043898.0,0,120,0.0
5000,2000,,0.05,2000.0,2000.0,2000.0,0.2,1220,0.006595093682765182,200,184986,572100,100,0.5735518102372035,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,,,H/AB,fixed,1525044648.0,183766,320400,0.004847040127135479
5000,500,,0.05,500.0,500.0,500.0,,448,0.02136690990604283,200,20967,286050,50,0.17455550829434283,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,,,H/AB,fixed,,20519,117550,0.002658753709198813
2000,5000,,0.05,1972.1,5.818641845831149,5.646779127698628,0.2,0,0.0,200,10,114420,20,0.03125,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.34,,,H/AB,heuristic,1525043379.0,10,320,0.0
5000,500,,0.05,0.0,500.0,500.0,,0,0.0,200,0,286050,50,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.35,5.0,,H/AB,fixed-early,,0,300,0.0
5000,4000,0.0,0.05,0.0,10.0,10.0,0.1,0,0.0,200,0,572100,100,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.34,,10.0,H/AB,bayesian,1525214010.0,0,1600,0.0
5000,1000,,0.05,569.4488741382335,902.4997552875371,952.0722560589904,0.2,232,0.0031300171341455186,200,74121,572100,100,0.23061485642946317,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,,,H/AB,msprt,1525044298.0,73889,320400,0.0009217322208978944
5000,200,,0.05,0.0,200.0,200.0,0.2,0,0.0,200,0,572100,100,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.35,,,H/AB,fixed,1525044261.0,0,600,0.0
5000,200,,0.05,152.1121198365865,199.07798461807377,200.0,0.2,80,0.03631411711302769,200,2203,114420,20,0.04515099957464908,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,,,H/AB,fixed-early,1525043780.0,2123,47020,0.0011869436201780415
5000,5000,,0.05,882.3142458100559,10.963807026743575,8.777292576419214,,45,0.06284916201117319,200,716,286050,50,0.026469428007889546,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.29,,,H/AB,optimal,,671,25350,0.00017261219792865363
5000,2000,,0.05,1011.5916158354264,1578.5322496067122,1653.592867944546,0.2,190,0.002840569309891161,200,66888,572100,100,0.28370055295618885,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,,,H/AB,msprt,1525046295.0,66698,235100,0.0005637982195845697
5000,500,,0.05,307.08969769664714,482.00818912777487,500.0,0.2,2185,0.04095057818093221,200,53357,572100,100,0.21766056997022543,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,,,H/AB,fixed-early,1525047876.0,51172,235100,0.006483679525222552
5000,500,,0.05,500.0,500.0,500.0,0.2,922,0.022052668085818843,200,41809,572100,100,0.1739132284134411,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,,,H/AB,fixed,1525044394.0,40887,235100,0.0027359050445103857
5000,2000,,0.05,2000.0,2000.0,2000.0,,617,0.01092925213448117,200,56454,286050,50,0.47500638026371755,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,,,H/AB,fixed,,55837,117550,0.003661721068249258
5000,2000,,0.05,1102.9416294470968,1463.9256248907534,1485.6427955933177,0.2,14,0.0021561681811181274,200,6493,114420,20,0.20726167626359565,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.27,,,H/AB,msprt,1525043898.0,6479,31260,0.00016835016835016836
5000,1000,,0.05,1000.0,1000.0,1000.0,,159,0.01858562244301578,200,8555,286050,50,0.18232356134636266,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.28,,,H/AB,fixed,,8396,46050,0.0006625
5000,200,,0.05,200.0,200.0,200.0,,4,0.057971014492753624,200,69,286050,50,0.002564102564102564,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.29,,,H/AB,fixed,,65,25350,1.5343306482546988e-05
5000,200,,0.05,172.0,199.99461632581716,200.0,0.2,1,0.045454545454545456,200,22,114420,20,0.0020710059171597634,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.29,,,H/AB,fixed-early,1525043780.0,21,10140,9.589566551591868e-06
5000,200,,0.05,200.0,200.0,200.0,,49,0.040098199672667756,200,1222,286050,50,0.015009596928982726,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.27,,,H/AB,fixed,,1173,78150,0.00023569023569023568
5000,1000,,0.05,776.502994011976,999.9347596574025,1000.0,0.2,8,0.04790419161676647,200,167,572100,100,0.046764705882352944,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.33,,,H/AB,fixed-early,1525056872.0,159,3400,1.406717074028486e-05
5000,200,,0.05,139.41828908554572,196.41020800559343,200.0,0.2,229,0.03377581120943953,200,6780,114420,20,0.10223158551810237,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,,,H/AB,fixed-early,1525043780.0,6551,64080,0.00454906634882797
5000,5000,0.0,0.05,0.0,1.0,1.0,0.05,0,0.0,200,0,572100,100,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.34,,1.0,H/AB,bayesian,1525214082.0,0,1600,0.0
5000,200,,0.05,200.0,200.0,200.0,0.2,6,0.04195804195804196,200,143,114420,20,0.00743756786102063,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.28,,,H/AB,fixed,1525043353.0,137,18420,6.25e-05
5000,4000,,0.05,1457.1535243186704,2665.3245062052088,3185.0968725781854,0.2,72,0.0020919286419896566,200,34418,114420,20,0.5359862671660425,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,,,H/AB,msprt,1525044659.0,34346,64080,0.0014302741358760429
5000,200,,0.05,0.0,200.0,200.0,,0,0.0,200,0,286050,50,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.32,5.0,,H/AB,fixed-early,,0,2950,0.0
5000,500,,0.05,0.0,500.0,500.0,0.2,0,0.0,200,0,114420,20,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.34,,,H/AB,fixed,1525043379.0,0,320,0.0
5000,2000,,0.05,2000.0,2000.0,2000.0,,4,0.017391304347826087,200,230,286050,50,0.13294117647058823,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.33,,,H/AB,fixed,,226,1700,1.406717074028486e-05
5000,4000,,0.05,1809.705771050142,2423.1616850201012,2485.60009629273,0.2,23,0.0021759697256386,200,10570,114420,20,0.3373960332693538,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.27,,,H/AB,msprt,1525044659.0,10547,31260,0.00027657527657527656
5000,5000,,0.05,635.0733905579399,10.970769096311834,8.418582936974568,0.2,127,0.054506437768240344,200,2330,572100,100,0.023919652551574376,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.28,,,H/AB,optimal,1525044308.0,2203,92100,0.00026458333333333336
5000,1000,,0.05,692.4909213180902,999.2007236497116,1000.0,0.2,54,0.0363147276395427,200,1487,572100,100,0.10235714285714285,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.31,,,H/AB,fixed-early,1525056872.0,1433,14000,9.675685361046407e-05
5000,5000,0.0,0.05,0.0,1.0,1.0,0.2,0,0.0,200,0,572100,100,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.34,,1.0,H/AB,bayesian,1525215230.0,0,1600,0.0
5000,1000,,0.05,1000.0,1000.0,1000.0,,5,0.024509803921568627,200,204,286050,50,0.06745762711864407,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.32,,,H/AB,fixed,,199,2950,1.7661603673613565e-05
5000,500,,0.05,357.5,499.99900367068693,500.0,,0,0.0,200,2,286050,50,0.0025,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.34,5.0,,H/AB,fixed-early,,2,800,0.0
5000,500,,0.05,500.0,500.0,500.0,,835,0.01831903644062219,200,45581,286050,50,0.27931335830212234,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,,,H/AB,fixed,,44746,160200,0.006634882796980533
5000,4000,0.0,0.05,1808.444588464031,102.61989162733788,98.00670222256497,0.01,43,0.027867790019442645,200,1543,572100,100,0.2542372881355932,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.32,,10.0,H/AB,bayesian,1525214009.0,1500,5900,7.594489579653832e-05
5000,2000,,0.05,2000.0,2000.0,2000.0,0.2,2,0.10526315789473684,200,19,572100,100,0.028333333333333332,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.35,,,H/AB,fixed,1525044648.0,17,600,3.499562554680665e-06
5000,5000,0.0,0.05,0.0,1.0,1.0,0.05,0,0.0,200,0,572100,100,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.35,,1.0,H/AB,bayesian,1525214082.0,0,600,0.0
5000,1000,,0.05,777.4375,999.9377556371264,1000.0,,6,0.075,200,80,286050,50,0.04352941176470588,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.33,5.0,,H/AB,fixed-early,,74,1700,2.110075611042729e-05
5000,1000,,0.05,1000.0,1000.0,1000.0,,0,0.0,200,9,286050,50,0.01125,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.34,,,H/AB,fixed,,9,800,0.0
5000,2000,,0.05,1361.1333333333334,1999.8324943191749,2000.0,0.2,1,0.03333333333333333,200,30,114420,20,0.090625,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.34,,,H/AB,fixed-early,1525050332.0,29,320,8.76424189307625e-06
2000,5000,,0.05,813.8128243143069,26.48508652333508,18.988367825178578,0.2,337,0.06245366938472943,200,5396,572100,100,0.05492942453854506,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.28,,,H/AB,heuristic,1525044346.0,5059,92100,0.0007020833333333333
5000,500,,0.05,500.0,500.0,500.0,,42,0.030478955007256895,200,1378,286050,50,0.05270216962524655,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.29,,,H/AB,fixed,,1336,25350,0.00016110471806674338
5000,1000,,0.05,1000.0,1000.0,1000.0,,180,0.02058083695403613,200,8746,286050,50,0.18601520086862106,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.28,,,H/AB,fixed,,8566,46050,0.00075
5000,4000,0.0,0.05,0.0,10.0,10.0,0.1,0,0.0,200,0,572100,100,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.35,,10.0,H/AB,bayesian,1525214010.0,0,600,0.0
5000,500,,0.05,500.0,500.0,500.0,,0,0.0,200,3,286050,50,0.0017647058823529412,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.33,,,H/AB,fixed,,3,1700,0.0
2000,5000,,0.05,1109.7070175438596,15.378012585212375,13.193034538321424,0.2,56,0.04912280701754386,200,1140,572100,100,0.04044776119402985,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.3,,,H/AB,heuristic,1525044346.0,1084,26800,0.00010269576379974327
5000,4000,1.0,0.05,713.1035699167489,208.6716832721552,137.34896155457574,-1.0,3354,0.047326090023987584,200,70870,572100,100,0.2871799234368354,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,,10.0,H/AB,bayesian,1525214010.0,67516,235100,0.009952522255192879
5000,1000,,0.05,1000.0,1000.0,1000.0,0.2,0,0.0,200,5,114420,20,0.015625,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.34,,,H/AB,fixed,1525043405.0,5,320,0.0
5000,5000,0.0,0.05,941.5045595635872,1295.399860164307,1610.9226773616535,0.1,11901,0.04413449878176768,200,269653,572100,100,0.8044694132334582,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,,1.0,H/AB,bayesian,1525215229.0,257752,320400,0.04728247914183552
2000,5000,,0.05,1137.8865979381444,10.467916448173396,9.511331927958503,0.2,9,0.09278350515463918,200,97,114420,20,0.03142857142857143,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.31,,,H/AB,heuristic,1525043379.0,88,2800,8.06307113420534e-05
5000,5000,0.0,0.05,0.0,1.0,1.0,0.2,0,0.0,200,0,572100,100,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.35,,1.0,H/AB,bayesian,1525215230.0,0,600,0.0
5000,2000,,0.05,1199.2712550607287,1997.9257472469849,2000.0,,29,0.03913630229419703,200,741,286050,50,0.24135593220338983,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.32,5.0,,H/AB,fixed-early,,712,2950,0.00010243730130695867
5000,4000,,0.05,3133.75,343.85925537493443,343.7812279315625,,0,0.0,200,8,286050,50,0.01,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.34,,,H/AB,msprt,,8,800,0.0
5000,1000,,0.05,1000.0,1000.0,1000.0,,32,0.02002503128911139,200,1598,286050,50,0.11686567164179104,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.3,,,H/AB,fixed,,1566,13400,0.00011736658719970658
5000,4000,0.0,0.05,0.0,10.0,10.0,0.1,0,0.0,200,0,572100,100,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.33,,10.0,H/AB,bayesian,1525214010.0,0,3400,0.0
5000,5000,,0.05,2393.125,6.358870826778535,6.191981610320596,0.2,0,0.0,200,8,114420,20,0.025,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.34,,,H/AB,optimal,1525043503.0,8,320,0.0
